oo,op,n,t
0,add,390,1.3113021850585938e-05
1,add,390,1.5735626220703125e-05
0,sub,390,1.4066696166992188e-05
1,sub,390,1.6927719116210938e-05
0,add,391,1.3113021850585938e-05
1,add,391,1.621246337890625e-05
0,sub,391,1.3828277587890625e-05
1,sub,391,1.71661376953125e-05
0,add,392,1.3113021850585938e-05
1,add,392,1.5974044799804688e-05
0,sub,392,1.4066696166992188e-05
1,sub,392,1.6927719116210938e-05
0,add,393,1.1920928955078125e-05
1,add,393,1.4781951904296875e-05
0,sub,393,1.3113021850585938e-05
1,sub,393,1.6927719116210938e-05
0,add,394,1.3828277587890625e-05
1,add,394,1.621246337890625e-05
0,sub,394,1.3828277587890625e-05
1,sub,394,1.71661376953125e-05
0,add,395,1.1920928955078125e-05
1,add,395,1.5974044799804688e-05
0,sub,395,1.4066696166992188e-05
1,sub,395,1.7881393432617188e-05
0,add,396,1.2874603271484375e-05
1,add,396,1.5020370483398438e-05
0,sub,396,1.4066696166992188e-05
1,sub,396,1.71661376953125e-05
0,add,397,1.2874603271484375e-05
1,add,397,1.621246337890625e-05
0,sub,397,1.4781951904296875e-05
1,sub,397,1.811981201171875e-05
0,add,398,1.3113021850585938e-05
1,add,398,1.621246337890625e-05
0,sub,398,1.3828277587890625e-05
1,sub,398,1.811981201171875e-05
0,add,399,1.2874603271484375e-05
1,add,399,1.621246337890625e-05
0,sub,399,1.4781951904296875e-05
1,sub,399,1.811981201171875e-05
0,add,400,1.3113021850585938e-05
1,add,400,1.5974044799804688e-05
0,sub,400,1.3828277587890625e-05
1,sub,400,1.8358230590820312e-05
0,add,401,1.2874603271484375e-05
1,add,401,1.5735626220703125e-05
0,sub,401,1.52587890625e-05
1,sub,401,1.7881393432617188e-05
0,add,402,1.2636184692382812e-05
1,add,402,1.5974044799804688e-05
0,sub,402,1.3828277587890625e-05
1,sub,402,1.811981201171875e-05
0,add,403,1.2874603271484375e-05
1,add,403,3.814697265625e-05
0,sub,403,1.3828277587890625e-05
1,sub,403,1.8358230590820312e-05
0,add,404,1.4066696166992188e-05
1,add,404,1.621246337890625e-05
0,sub,404,1.4066696166992188e-05
1,sub,404,1.6927719116210938e-05
0,add,405,1.2874603271484375e-05
1,add,405,1.621246337890625e-05
0,sub,405,1.3828277587890625e-05
1,sub,405,1.811981201171875e-05
0,add,406,1.3113021850585938e-05
1,add,406,1.5735626220703125e-05
0,sub,406,1.430511474609375e-05
1,sub,406,1.7881393432617188e-05
0,add,407,1.2874603271484375e-05
1,add,407,1.5974044799804688e-05
0,sub,407,1.52587890625e-05
1,sub,407,1.811981201171875e-05
0,add,408,1.2874603271484375e-05
1,add,408,1.5735626220703125e-05
0,sub,408,1.52587890625e-05
1,sub,408,1.7881393432617188e-05
0,add,409,1.2874603271484375e-05
1,add,409,1.5735626220703125e-05
0,sub,409,1.4066696166992188e-05
1,sub,409,1.6927719116210938e-05
0,add,410,1.2874603271484375e-05
1,add,410,1.621246337890625e-05
0,sub,410,1.4781951904296875e-05
1,sub,410,1.8358230590820312e-05
0,add,411,1.4066696166992188e-05
1,add,411,1.5974044799804688e-05
0,sub,411,1.4066696166992188e-05
1,sub,411,1.811981201171875e-05
0,add,412,1.4066696166992188e-05
1,add,412,2.193450927734375e-05
0,sub,412,1.5020370483398438e-05
1,sub,412,1.811981201171875e-05
0,add,413,1.2874603271484375e-05
1,add,413,1.5735626220703125e-05
0,sub,413,1.4066696166992188e-05
1,sub,413,1.7881393432617188e-05
0,add,414,1.2874603271484375e-05
1,add,414,1.621246337890625e-05
0,sub,414,1.4781951904296875e-05
1,sub,414,1.9311904907226562e-05
0,add,415,1.3113021850585938e-05
1,add,415,1.5974044799804688e-05
0,sub,415,1.5020370483398438e-05
1,sub,415,1.9073486328125e-05
0,add,416,1.4066696166992188e-05
1,add,416,1.5974044799804688e-05
0,sub,416,1.4066696166992188e-05
1,sub,416,1.7881393432617188e-05
0,add,417,1.4066696166992188e-05
1,add,417,1.71661376953125e-05
0,sub,417,1.4781951904296875e-05
1,sub,417,1.9073486328125e-05
0,add,418,1.4066696166992188e-05
1,add,418,1.6927719116210938e-05
0,sub,418,1.5020370483398438e-05
1,sub,418,1.7881393432617188e-05
0,add,419,1.4066696166992188e-05
1,add,419,1.5974044799804688e-05
0,sub,419,1.5020370483398438e-05
1,sub,419,1.9073486328125e-05
0,add,420,1.4066696166992188e-05
1,add,420,1.6927719116210938e-05
0,sub,420,1.5020370483398438e-05
1,sub,420,1.811981201171875e-05
0,add,421,1.4066696166992188e-05
1,add,421,1.6927719116210938e-05
0,sub,421,1.52587890625e-05
1,sub,421,1.8835067749023438e-05
0,add,422,1.3113021850585938e-05
1,add,422,1.6927719116210938e-05
0,sub,422,1.52587890625e-05
1,sub,422,1.7881393432617188e-05
0,add,423,1.4066696166992188e-05
1,add,423,1.5735626220703125e-05
0,sub,423,1.5020370483398438e-05
1,sub,423,1.7881393432617188e-05
0,add,424,1.4066696166992188e-05
1,add,424,1.6927719116210938e-05
0,sub,424,1.5020370483398438e-05
1,sub,424,1.8835067749023438e-05
0,add,425,1.3113021850585938e-05
1,add,425,1.6927719116210938e-05
0,sub,425,1.621246337890625e-05
1,sub,425,1.8835067749023438e-05
0,add,426,1.3828277587890625e-05
1,add,426,1.621246337890625e-05
0,sub,426,1.5020370483398438e-05
1,sub,426,1.7881393432617188e-05
0,add,427,1.4066696166992188e-05
1,add,427,1.6927719116210938e-05
0,sub,427,1.52587890625e-05
1,sub,427,1.7881393432617188e-05
0,add,428,1.3828277587890625e-05
1,add,428,1.71661376953125e-05
0,sub,428,1.5020370483398438e-05
1,sub,428,1.811981201171875e-05
0,add,429,1.4066696166992188e-05
1,add,429,1.6927719116210938e-05
0,sub,429,1.5020370483398438e-05
1,sub,429,1.8835067749023438e-05
0,add,430,1.3828277587890625e-05
1,add,430,1.71661376953125e-05
0,sub,430,1.5020370483398438e-05
1,sub,430,1.8835067749023438e-05
0,add,431,1.3828277587890625e-05
1,add,431,1.71661376953125e-05
0,sub,431,1.5974044799804688e-05
1,sub,431,1.9788742065429688e-05
0,add,432,1.4066696166992188e-05
1,add,432,1.6927719116210938e-05
0,sub,432,1.5020370483398438e-05
1,sub,432,1.9073486328125e-05
0,add,433,1.4066696166992188e-05
1,add,433,1.6927719116210938e-05
0,sub,433,1.5020370483398438e-05
1,sub,433,1.811981201171875e-05
0,add,434,1.4066696166992188e-05
1,add,434,1.6927719116210938e-05
0,sub,434,1.5974044799804688e-05
1,sub,434,1.9073486328125e-05
0,add,435,1.4066696166992188e-05
1,add,435,1.71661376953125e-05
0,sub,435,1.5020370483398438e-05
1,sub,435,1.8835067749023438e-05
0,add,436,1.4066696166992188e-05
1,add,436,1.6927719116210938e-05
0,sub,436,1.52587890625e-05
1,sub,436,1.8835067749023438e-05
0,add,437,1.4066696166992188e-05
1,add,437,1.6927719116210938e-05
0,sub,437,1.621246337890625e-05
1,sub,437,2.002716064453125e-05
0,add,438,1.4066696166992188e-05
1,add,438,1.6927719116210938e-05
0,sub,438,1.5974044799804688e-05
1,sub,438,2.002716064453125e-05
0,add,439,1.430511474609375e-05
1,add,439,1.6927719116210938e-05
0,sub,439,1.621246337890625e-05
1,sub,439,1.9073486328125e-05
0,add,440,1.4066696166992188e-05
1,add,440,1.6927719116210938e-05
0,sub,440,1.5974044799804688e-05
1,sub,440,2.002716064453125e-05
0,add,441,1.5020370483398438e-05
1,add,441,1.6927719116210938e-05
0,sub,441,1.4781951904296875e-05
1,sub,441,1.9073486328125e-05
0,add,442,1.5020370483398438e-05
1,add,442,1.7881393432617188e-05
0,sub,442,1.5974044799804688e-05
1,sub,442,1.9788742065429688e-05
0,add,443,1.4781951904296875e-05
1,add,443,1.811981201171875e-05
0,sub,443,1.5974044799804688e-05
1,sub,443,1.8835067749023438e-05
0,add,444,1.4066696166992188e-05
1,add,444,1.6927719116210938e-05
0,sub,444,1.621246337890625e-05
1,sub,444,2.002716064453125e-05
0,add,445,1.4781951904296875e-05
1,add,445,1.8358230590820312e-05
0,sub,445,1.5020370483398438e-05
1,sub,445,1.9073486328125e-05
0,add,446,1.4066696166992188e-05
1,add,446,1.7881393432617188e-05
0,sub,446,1.5735626220703125e-05
1,sub,446,2.0265579223632812e-05
0,add,447,1.5020370483398438e-05
1,add,447,1.7881393432617188e-05
0,sub,447,1.4781951904296875e-05
1,sub,447,1.9073486328125e-05
0,add,448,1.4066696166992188e-05
1,add,448,1.6927719116210938e-05
0,sub,448,1.5974044799804688e-05
1,sub,448,2.002716064453125e-05
0,add,449,1.4066696166992188e-05
1,add,449,1.6927719116210938e-05
0,sub,449,1.5974044799804688e-05
1,sub,449,1.8835067749023438e-05
0,add,450,1.5020370483398438e-05
1,add,450,1.6689300537109375e-05
0,sub,450,1.5974044799804688e-05
1,sub,450,1.8835067749023438e-05
0,add,451,1.4781951904296875e-05
1,add,451,1.811981201171875e-05
0,sub,451,1.4781951904296875e-05
1,sub,451,1.9073486328125e-05
0,add,452,1.4066696166992188e-05
1,add,452,1.7881393432617188e-05
0,sub,452,1.5735626220703125e-05
1,sub,452,2.09808349609375e-05
0,add,453,1.5020370483398438e-05
1,add,453,1.7881393432617188e-05
0,sub,453,1.5974044799804688e-05
1,sub,453,2.002716064453125e-05
0,add,454,1.5020370483398438e-05
1,add,454,1.7881393432617188e-05
0,sub,454,1.5974044799804688e-05
1,sub,454,2.002716064453125e-05
0,add,455,1.5020370483398438e-05
1,add,455,1.811981201171875e-05
0,sub,455,1.5974044799804688e-05
1,sub,455,1.9073486328125e-05
0,add,456,1.52587890625e-05
1,add,456,1.7881393432617188e-05
0,sub,456,1.621246337890625e-05
1,sub,456,2.002716064453125e-05
0,add,457,1.5020370483398438e-05
1,add,457,1.811981201171875e-05
0,sub,457,1.5974044799804688e-05
1,sub,457,1.9311904907226562e-05
0,add,458,1.5020370483398438e-05
1,add,458,1.7881393432617188e-05
0,sub,458,1.5974044799804688e-05
1,sub,458,2.09808349609375e-05
0,add,459,1.4781951904296875e-05
1,add,459,1.9073486328125e-05
0,sub,459,1.5974044799804688e-05
1,sub,459,2.09808349609375e-05
0,add,460,1.5020370483398438e-05
1,add,460,1.811981201171875e-05
0,sub,460,1.5974044799804688e-05
1,sub,460,2.002716064453125e-05
0,add,461,1.4781951904296875e-05
1,add,461,1.8358230590820312e-05
0,sub,461,1.5974044799804688e-05
1,sub,461,2.002716064453125e-05
0,add,462,1.5020370483398438e-05
1,add,462,1.7881393432617188e-05
0,sub,462,1.621246337890625e-05
1,sub,462,2.002716064453125e-05
0,add,463,1.5020370483398438e-05
1,add,463,2.47955322265625e-05
0,sub,463,1.5974044799804688e-05
1,sub,463,2.002716064453125e-05
0,add,464,1.5020370483398438e-05
1,add,464,1.811981201171875e-05
0,sub,464,1.621246337890625e-05
1,sub,464,2.09808349609375e-05
0,add,465,1.4781951904296875e-05
1,add,465,1.7881393432617188e-05
0,sub,465,1.5974044799804688e-05
1,sub,465,2.002716064453125e-05
0,add,466,1.52587890625e-05
1,add,466,1.811981201171875e-05
0,sub,466,1.5974044799804688e-05
1,sub,466,2.09808349609375e-05
0,add,467,1.5020370483398438e-05
1,add,467,1.7881393432617188e-05
0,sub,467,1.5735626220703125e-05
1,sub,467,1.9788742065429688e-05
0,add,468,1.4781951904296875e-05
1,add,468,1.7881393432617188e-05
0,sub,468,1.5974044799804688e-05
1,sub,468,2.002716064453125e-05
0,add,469,1.5020370483398438e-05
1,add,469,1.811981201171875e-05
0,sub,469,1.5974044799804688e-05
1,sub,469,2.002716064453125e-05
0,add,470,1.621246337890625e-05
1,add,470,1.8835067749023438e-05
0,sub,470,1.6927719116210938e-05
1,sub,470,1.9788742065429688e-05
0,add,471,1.621246337890625e-05
1,add,471,1.8835067749023438e-05
0,sub,471,1.6927719116210938e-05
1,sub,471,2.09808349609375e-05
0,add,472,1.52587890625e-05
1,add,472,1.7881393432617188e-05
0,sub,472,1.6927719116210938e-05
1,sub,472,2.09808349609375e-05
0,add,473,1.5735626220703125e-05
1,add,473,1.9311904907226562e-05
0,sub,473,1.5974044799804688e-05
1,sub,473,2.09808349609375e-05
0,add,474,1.4781951904296875e-05
1,add,474,1.811981201171875e-05
0,sub,474,1.5974044799804688e-05
1,sub,474,2.09808349609375e-05
0,add,475,1.5020370483398438e-05
1,add,475,1.9073486328125e-05
0,sub,475,1.6927719116210938e-05
1,sub,475,1.9788742065429688e-05
0,add,476,1.5735626220703125e-05
1,add,476,1.9073486328125e-05
0,sub,476,1.621246337890625e-05
1,sub,476,2.09808349609375e-05
0,add,477,1.5735626220703125e-05
1,add,477,1.7881393432617188e-05
0,sub,477,1.71661376953125e-05
1,sub,477,2.193450927734375e-05
0,add,478,1.5020370483398438e-05
1,add,478,1.8835067749023438e-05
0,sub,478,1.6927719116210938e-05
1,sub,478,2.002716064453125e-05
0,add,479,1.5735626220703125e-05
1,add,479,1.9311904907226562e-05
0,sub,479,1.6927719116210938e-05
1,sub,479,2.09808349609375e-05
0,add,480,1.5020370483398438e-05
1,add,480,1.8835067749023438e-05
0,sub,480,1.71661376953125e-05
1,sub,480,2.1219253540039062e-05
0,add,481,1.621246337890625e-05
1,add,481,1.8835067749023438e-05
0,sub,481,1.6927719116210938e-05
1,sub,481,2.09808349609375e-05
0,add,482,1.5735626220703125e-05
1,add,482,1.9311904907226562e-05
0,sub,482,1.6927719116210938e-05
1,sub,482,2.09808349609375e-05
0,add,483,1.5735626220703125e-05
1,add,483,1.9073486328125e-05
0,sub,483,1.621246337890625e-05
1,sub,483,2.09808349609375e-05
0,add,484,1.52587890625e-05
1,add,484,1.9073486328125e-05
0,sub,484,1.5735626220703125e-05
1,sub,484,2.09808349609375e-05
0,add,485,1.5020370483398438e-05
1,add,485,1.8835067749023438e-05
0,sub,485,1.71661376953125e-05
1,sub,485,2.09808349609375e-05
0,add,486,1.5735626220703125e-05
1,add,486,1.9073486328125e-05
0,sub,486,1.811981201171875e-05
1,sub,486,2.193450927734375e-05
0,add,487,1.5020370483398438e-05
1,add,487,1.8835067749023438e-05
0,sub,487,1.71661376953125e-05
1,sub,487,2.09808349609375e-05
0,add,488,1.5735626220703125e-05
1,add,488,1.9311904907226562e-05
0,sub,488,1.7881393432617188e-05
1,sub,488,2.2172927856445312e-05
0,add,489,1.621246337890625e-05
1,add,489,1.9073486328125e-05
0,sub,489,1.6927719116210938e-05
1,sub,489,4.7206878662109375e-05
0,add,490,1.5974044799804688e-05
1,add,490,3.409385681152344e-05
0,sub,490,1.7881393432617188e-05
1,sub,490,2.193450927734375e-05
0,add,491,1.5974044799804688e-05
1,add,491,4.1961669921875e-05
0,sub,491,1.6689300537109375e-05
1,sub,491,2.09808349609375e-05
0,add,492,1.621246337890625e-05
1,add,492,1.8835067749023438e-05
0,sub,492,1.6689300537109375e-05
1,sub,492,2.09808349609375e-05
0,add,493,1.5735626220703125e-05
1,add,493,1.9311904907226562e-05
0,sub,493,1.71661376953125e-05
1,sub,493,2.1219253540039062e-05
0,add,494,1.5974044799804688e-05
1,add,494,1.8835067749023438e-05
0,sub,494,1.6927719116210938e-05
1,sub,494,2.193450927734375e-05
0,add,495,1.5974044799804688e-05
1,add,495,2.09808349609375e-05
0,sub,495,1.6927719116210938e-05
1,sub,495,2.2172927856445312e-05
0,add,496,1.71661376953125e-05
1,add,496,2.002716064453125e-05
0,sub,496,1.7881393432617188e-05
1,sub,496,2.2172927856445312e-05
0,add,497,1.621246337890625e-05
1,add,497,2.002716064453125e-05
0,sub,497,1.7881393432617188e-05
1,sub,497,2.193450927734375e-05
0,add,498,1.5974044799804688e-05
1,add,498,2.002716064453125e-05
0,sub,498,1.811981201171875e-05
1,sub,498,2.2172927856445312e-05
0,add,499,1.5974044799804688e-05
1,add,499,4.482269287109375e-05
0,sub,499,1.71661376953125e-05
1,sub,499,2.1696090698242188e-05
0,add,500,1.5735626220703125e-05
1,add,500,1.9788742065429688e-05
0,sub,500,1.811981201171875e-05
1,sub,500,2.193450927734375e-05
0,add,501,1.71661376953125e-05
1,add,501,2.002716064453125e-05
0,sub,501,1.7881393432617188e-05
1,sub,501,2.2172927856445312e-05
0,add,502,1.621246337890625e-05
1,add,502,2.002716064453125e-05
0,sub,502,1.7881393432617188e-05
1,sub,502,2.3126602172851562e-05
0,add,503,1.621246337890625e-05
1,add,503,2.002716064453125e-05
0,sub,503,1.6927719116210938e-05
1,sub,503,2.2172927856445312e-05
0,add,504,1.6927719116210938e-05
1,add,504,2.09808349609375e-05
0,sub,504,1.7881393432617188e-05
1,sub,504,2.193450927734375e-05
0,add,505,1.6927719116210938e-05
1,add,505,2.002716064453125e-05
0,sub,505,1.7881393432617188e-05
1,sub,505,2.193450927734375e-05
0,add,506,1.6927719116210938e-05
1,add,506,2.002716064453125e-05
0,sub,506,1.811981201171875e-05
1,sub,506,2.193450927734375e-05
0,add,507,1.621246337890625e-05
1,add,507,2.0265579223632812e-05
0,sub,507,1.7881393432617188e-05
1,sub,507,2.3126602172851562e-05
0,add,508,1.7881393432617188e-05
1,add,508,3.695487976074219e-05
0,sub,508,1.9073486328125e-05
1,sub,508,2.288818359375e-05
0,add,509,1.71661376953125e-05
1,add,509,2.0265579223632812e-05
0,sub,509,1.7881393432617188e-05
1,sub,509,2.2172927856445312e-05
0,add,510,1.71661376953125e-05
1,add,510,2.0265579223632812e-05
0,sub,510,1.8358230590820312e-05
1,sub,510,2.193450927734375e-05
0,add,511,1.6689300537109375e-05
1,add,511,1.9788742065429688e-05
0,sub,511,1.811981201171875e-05
1,sub,511,2.2172927856445312e-05
0,add,512,1.6927719116210938e-05
1,add,512,2.09808349609375e-05
0,sub,512,1.7881393432617188e-05
1,sub,512,2.3126602172851562e-05
0,add,513,1.71661376953125e-05
1,add,513,2.09808349609375e-05
0,sub,513,1.8835067749023438e-05
1,sub,513,2.3126602172851562e-05
0,add,514,1.71661376953125e-05
1,add,514,2.5033950805664062e-05
0,sub,514,1.7881393432617188e-05
1,sub,514,2.2172927856445312e-05
0,add,515,1.6927719116210938e-05
1,add,515,2.002716064453125e-05
0,sub,515,1.7881393432617188e-05
1,sub,515,2.3126602172851562e-05
0,add,516,2.9087066650390625e-05
1,add,516,3.600120544433594e-05
0,sub,516,1.7881393432617188e-05
1,sub,516,2.288818359375e-05
0,add,517,1.6927719116210938e-05
1,add,517,2.09808349609375e-05
0,sub,517,1.811981201171875e-05
1,sub,517,2.2649765014648438e-05
0,add,518,1.7881393432617188e-05
1,add,518,2.09808349609375e-05
0,sub,518,1.8835067749023438e-05
1,sub,518,2.4080276489257812e-05
0,add,519,1.7881393432617188e-05
1,add,519,2.09808349609375e-05
0,sub,519,1.9073486328125e-05
1,sub,519,2.3126602172851562e-05
0,add,520,1.7881393432617188e-05
1,add,520,2.3126602172851562e-05
0,sub,520,2.002716064453125e-05
1,sub,520,2.574920654296875e-05
0,add,521,1.9788742065429688e-05
1,add,521,2.3603439331054688e-05
0,sub,521,1.8835067749023438e-05
1,sub,521,2.5033950805664062e-05
0,add,522,1.7881393432617188e-05
1,add,522,2.193450927734375e-05
0,sub,522,2.002716064453125e-05
1,sub,522,2.4080276489257812e-05
0,add,523,1.811981201171875e-05
1,add,523,2.193450927734375e-05
0,sub,523,1.9073486328125e-05
1,sub,523,2.4080276489257812e-05
0,add,524,1.7881393432617188e-05
1,add,524,2.193450927734375e-05
0,sub,524,2.002716064453125e-05
1,sub,524,2.4080276489257812e-05
0,add,525,1.7881393432617188e-05
1,add,525,2.09808349609375e-05
0,sub,525,1.8835067749023438e-05
1,sub,525,2.4080276489257812e-05
0,add,526,1.9311904907226562e-05
1,add,526,2.09808349609375e-05
0,sub,526,2.002716064453125e-05
1,sub,526,2.47955322265625e-05
0,add,527,1.6927719116210938e-05
1,add,527,2.09808349609375e-05
0,sub,527,1.9073486328125e-05
1,sub,527,2.288818359375e-05
0,add,528,3.0040740966796875e-05
1,add,528,2.193450927734375e-05
0,sub,528,1.9073486328125e-05
1,sub,528,2.193450927734375e-05
0,add,529,1.811981201171875e-05
1,add,529,2.002716064453125e-05
0,sub,529,1.8835067749023438e-05
1,sub,529,2.3126602172851562e-05
0,add,530,1.7881393432617188e-05
1,add,530,2.09808349609375e-05
0,sub,530,1.8835067749023438e-05
1,sub,530,2.4080276489257812e-05
0,add,531,1.811981201171875e-05
1,add,531,2.09808349609375e-05
0,sub,531,1.9073486328125e-05
1,sub,531,2.288818359375e-05
0,add,532,1.7881393432617188e-05
1,add,532,2.2172927856445312e-05
0,sub,532,1.8835067749023438e-05
1,sub,532,2.3126602172851562e-05
0,add,533,1.6927719116210938e-05
1,add,533,2.09808349609375e-05
0,sub,533,1.8835067749023438e-05
1,sub,533,2.4080276489257812e-05
0,add,534,1.71661376953125e-05
1,add,534,2.1219253540039062e-05
0,sub,534,1.9311904907226562e-05
1,sub,534,2.384185791015625e-05
0,add,535,1.8358230590820312e-05
1,add,535,2.09808349609375e-05
0,sub,535,2.002716064453125e-05
1,sub,535,2.384185791015625e-05
0,add,536,1.6927719116210938e-05
1,add,536,2.09808349609375e-05
0,sub,536,1.8835067749023438e-05
1,sub,536,2.4080276489257812e-05
0,add,537,1.8358230590820312e-05
1,add,537,2.09808349609375e-05
0,sub,537,1.9073486328125e-05
1,sub,537,2.2649765014648438e-05
0,add,538,1.71661376953125e-05
1,add,538,2.09808349609375e-05
0,sub,538,1.9073486328125e-05
1,sub,538,2.4080276489257812e-05
0,add,539,1.811981201171875e-05
1,add,539,2.2172927856445312e-05
0,sub,539,1.9788742065429688e-05
1,sub,539,2.4080276489257812e-05
0,add,540,1.6927719116210938e-05
1,add,540,3.719329833984375e-05
0,sub,540,3.3855438232421875e-05
1,sub,540,2.3603439331054688e-05
0,add,541,1.71661376953125e-05
1,add,541,3.814697265625e-05
0,sub,541,1.9073486328125e-05
1,sub,541,2.3126602172851562e-05
0,add,542,1.811981201171875e-05
1,add,542,2.2172927856445312e-05
0,sub,542,1.9788742065429688e-05
1,sub,542,2.4080276489257812e-05
0,add,543,1.8358230590820312e-05
1,add,543,2.09808349609375e-05
0,sub,543,1.9311904907226562e-05
1,sub,543,2.3126602172851562e-05
0,add,544,1.8358230590820312e-05
1,add,544,2.09808349609375e-05
0,sub,544,2.0265579223632812e-05
1,sub,544,2.384185791015625e-05
0,add,545,1.811981201171875e-05
1,add,545,2.09808349609375e-05
0,sub,545,1.9073486328125e-05
1,sub,545,2.288818359375e-05
0,add,546,1.7881393432617188e-05
1,add,546,2.193450927734375e-05
0,sub,546,1.9073486328125e-05
1,sub,546,2.4080276489257812e-05
0,add,547,1.8358230590820312e-05
1,add,547,2.193450927734375e-05
0,sub,547,2.002716064453125e-05
1,sub,547,2.4080276489257812e-05
0,add,548,1.7881393432617188e-05
1,add,548,2.193450927734375e-05
0,sub,548,1.9073486328125e-05
1,sub,548,2.288818359375e-05
0,add,549,1.7881393432617188e-05
1,add,549,2.193450927734375e-05
0,sub,549,1.9073486328125e-05
1,sub,549,2.4080276489257812e-05
0,add,550,1.811981201171875e-05
1,add,550,2.1457672119140625e-05
0,sub,550,2.0265579223632812e-05
1,sub,550,2.47955322265625e-05
0,add,551,1.7881393432617188e-05
1,add,551,2.2172927856445312e-05
0,sub,551,1.9788742065429688e-05
1,sub,551,2.4080276489257812e-05
0,add,552,1.9073486328125e-05
1,add,552,2.3126602172851562e-05
0,sub,552,2.09808349609375e-05
1,sub,552,2.5987625122070312e-05
0,add,553,3.3855438232421875e-05
1,add,553,2.1696090698242188e-05
0,sub,553,2.0265579223632812e-05
1,sub,553,2.4080276489257812e-05
0,add,554,1.7881393432617188e-05
1,add,554,2.193450927734375e-05
0,sub,554,2.002716064453125e-05
1,sub,554,2.4080276489257812e-05
0,add,555,1.7881393432617188e-05
1,add,555,2.193450927734375e-05
0,sub,555,1.9073486328125e-05
1,sub,555,2.4080276489257812e-05
0,add,556,1.8835067749023438e-05
1,add,556,2.193450927734375e-05
0,sub,556,1.8835067749023438e-05
1,sub,556,2.4080276489257812e-05
0,add,557,1.7881393432617188e-05
1,add,557,2.193450927734375e-05
0,sub,557,2.002716064453125e-05
1,sub,557,2.4080276489257812e-05
0,add,558,1.7881393432617188e-05
1,add,558,2.4080276489257812e-05
0,sub,558,2.09808349609375e-05
1,sub,558,3.719329833984375e-05
0,add,559,1.9073486328125e-05
1,add,559,3.5762786865234375e-05
0,sub,559,2.0265579223632812e-05
1,sub,559,2.5272369384765625e-05
0,add,560,2.8848648071289062e-05
1,add,560,2.193450927734375e-05
0,sub,560,2.002716064453125e-05
1,sub,560,2.4080276489257812e-05
0,add,561,1.811981201171875e-05
1,add,561,2.193450927734375e-05
0,sub,561,2.002716064453125e-05
1,sub,561,2.5033950805664062e-05
0,add,562,1.8835067749023438e-05
1,add,562,2.193450927734375e-05
0,sub,562,1.9788742065429688e-05
1,sub,562,3.528594970703125e-05
0,add,563,2.4080276489257812e-05
1,add,563,2.193450927734375e-05
0,sub,563,2.002716064453125e-05
1,sub,563,2.5033950805664062e-05
0,add,564,1.811981201171875e-05
1,add,564,2.193450927734375e-05
0,sub,564,2.0265579223632812e-05
1,sub,564,2.47955322265625e-05
0,add,565,1.8358230590820312e-05
1,add,565,2.47955322265625e-05
0,sub,565,2.002716064453125e-05
1,sub,565,2.8133392333984375e-05
0,add,566,1.8835067749023438e-05
1,add,566,2.3126602172851562e-05
0,sub,566,1.9788742065429688e-05
1,sub,566,2.47955322265625e-05
0,add,567,1.7881393432617188e-05
1,add,567,2.3126602172851562e-05
0,sub,567,2.002716064453125e-05
1,sub,567,2.5033950805664062e-05
0,add,568,1.9073486328125e-05
1,add,568,2.288818359375e-05
0,sub,568,2.09808349609375e-05
1,sub,568,2.6226043701171875e-05
0,add,569,1.8835067749023438e-05
1,add,569,2.3126602172851562e-05
0,sub,569,2.002716064453125e-05
1,sub,569,2.5987625122070312e-05
0,add,570,1.9073486328125e-05
1,add,570,2.288818359375e-05
0,sub,570,2.09808349609375e-05
1,sub,570,2.5033950805664062e-05
0,add,571,1.8835067749023438e-05
1,add,571,2.3126602172851562e-05
0,sub,571,2.002716064453125e-05
1,sub,571,2.5033950805664062e-05
0,add,572,2.002716064453125e-05
1,add,572,2.4080276489257812e-05
0,sub,572,2.193450927734375e-05
1,sub,572,2.6941299438476562e-05
0,add,573,1.8835067749023438e-05
1,add,573,2.288818359375e-05
0,sub,573,2.09808349609375e-05
1,sub,573,2.6226043701171875e-05
0,add,574,1.9788742065429688e-05
1,add,574,2.288818359375e-05
0,sub,574,2.09808349609375e-05
1,sub,574,2.6941299438476562e-05
0,add,575,2.002716064453125e-05
1,add,575,2.288818359375e-05
0,sub,575,2.09808349609375e-05
1,sub,575,2.6941299438476562e-05
0,add,576,2.002716064453125e-05
1,add,576,2.4080276489257812e-05
0,sub,576,2.09808349609375e-05
1,sub,576,2.6941299438476562e-05
0,add,577,1.9073486328125e-05
1,add,577,2.3126602172851562e-05
0,sub,577,2.09808349609375e-05
1,sub,577,2.5987625122070312e-05
0,add,578,1.9311904907226562e-05
1,add,578,2.3126602172851562e-05
0,sub,578,2.002716064453125e-05
1,sub,578,2.5033950805664062e-05
0,add,579,1.8835067749023438e-05
1,add,579,2.3126602172851562e-05
0,sub,579,2.8848648071289062e-05
1,sub,579,2.5033950805664062e-05
0,add,580,1.8835067749023438e-05
1,add,580,2.3126602172851562e-05
0,sub,580,2.09808349609375e-05
1,sub,580,2.7894973754882812e-05
0,add,581,1.8835067749023438e-05
1,add,581,2.288818359375e-05
0,sub,581,2.09808349609375e-05
1,sub,581,2.5987625122070312e-05
0,add,582,1.9073486328125e-05
1,add,582,2.3126602172851562e-05
0,sub,582,2.0265579223632812e-05
1,sub,582,2.5033950805664062e-05
0,add,583,1.9311904907226562e-05
